run_id,tool_a,call_a,tool_b,call_b,layer,head,l2,cosine
20260623_203847_709953,web_search,0,web_search,1,19,4,0.491787,0.971728
20260623_203847_709953,web_search,0,web_search,1,19,5,0.587685,0.925666
20260623_203847_709953,web_search,0,web_search,1,19,6,0.300279,0.963016
20260623_203847_709953,web_search,0,web_search,1,19,7,0.518434,0.968875
20260623_203847_709953,web_search,0,web_search,1,20,0,0.687798,0.926389
20260623_203847_709953,web_search,0,web_search,1,20,1,0.395690,0.975374
20260623_203847_709953,web_search,0,web_search,1,20,2,0.668578,0.947654
20260623_203847_709953,web_search,0,web_search,1,20,3,0.534561,0.939561
20260623_203847_709953,web_search,0,web_search,1,20,4,0.578349,0.944303
20260623_203847_709953,web_search,0,web_search,1,20,5,0.354807,0.979126
20260623_203847_709953,web_search,0,web_search,1,20,6,0.550763,0.975606
20260623_203847_709953,web_search,0,web_search,1,20,7,0.451320,0.978154
20260623_203847_709953,web_search,0,web_search,1,21,0,0.557271,0.982492
20260623_203847_709953,web_search,0,web_search,1,21,1,0.684846,0.984331
20260623_203847_709953,web_search,0,web_search,1,21,2,0.535188,0.978968
20260623_203847_709953,web_search,0,web_search,1,21,3,0.359389,0.967693
20260623_203847_709953,web_search,0,web_search,1,21,4,0.330283,0.977598
20260623_203847_709953,web_search,0,web_search,1,21,5,0.888085,0.954670
20260623_203847_709953,web_search,0,web_search,1,21,6,0.427858,0.965849
20260623_203847_709953,web_search,0,web_search,1,21,7,0.376639,0.966215
20260623_203847_709953,web_search,0,web_search,1,22,0,0.634416,0.915724
20260623_203847_709953,web_search,0,web_search,1,22,1,0.305259,0.962313
20260623_203847_709953,web_search,0,web_search,1,22,2,0.612086,0.952876
20260623_203847_709953,web_search,0,web_search,1,22,3,0.567206,0.974985
20260623_203847_709953,web_search,0,web_search,1,22,4,0.577027,0.964027
20260623_203847_709953,web_search,0,web_search,1,22,5,0.638692,0.967533
20260623_203847_709953,web_search,0,web_search,1,22,6,0.385061,0.972832
20260623_203847_709953,web_search,0,web_search,1,22,7,0.729231,0.967633
20260623_203847_709953,web_search,0,web_search,1,23,0,0.682732,0.942560
20260623_203847_709953,web_search,0,web_search,1,23,1,0.713526,0.962736
20260623_203847_709953,web_search,0,web_search,1,23,2,0.578390,0.963756
20260623_203847_709953,web_search,0,web_search,1,23,3,0.393964,0.980282
20260623_203847_709953,web_search,0,web_search,1,23,4,0.567884,0.937437
20260623_203847_709953,web_search,0,web_search,1,23,5,0.573822,0.955152
20260623_203847_709953,web_search,0,web_search,1,23,6,0.590870,0.965145
20260623_203847_709953,web_search,0,web_search,1,23,7,0.587600,0.946581
20260623_203847_709953,web_search,0,web_search,1,24,0,0.716808,0.981189
20260623_203847_709953,web_search,0,web_search,1,24,1,0.751485,0.964793
20260623_203847_709953,web_search,0,web_search,1,24,2,0.605391,0.973173
20260623_203847_709953,web_search,0,web_search,1,24,3,0.609795,0.960472
20260623_203847_709953,web_search,0,web_search,1,24,4,0.575418,0.982044
20260623_203847_709953,web_search,0,web_search,1,24,5,0.682995,0.931532
20260623_203847_709953,web_search,0,web_search,1,24,6,0.684883,0.953935
20260623_203847_709953,web_search,0,web_search,1,24,7,0.485428,0.973411
20260623_203847_709953,web_search,0,web_search,1,25,0,0.706801,0.937010
20260623_203847_709953,web_search,0,web_search,1,25,1,0.707967,0.975468
20260623_203847_709953,web_search,0,web_search,1,25,2,1.116077,0.936543
20260623_203847_709953,web_search,0,web_search,1,25,3,0.672988,0.916723
20260623_203847_709953,web_search,0,web_search,1,25,4,1.178751,0.945977
20260623_203847_709953,web_search,0,web_search,1,25,5,0.672359,0.964352
20260623_203847_709953,web_search,0,web_search,1,25,6,0.560947,0.973668
20260623_203847_709953,web_search,0,web_search,1,25,7,0.502538,0.973850
20260623_203847_709953,web_search,0,web_search,1,26,0,1.006198,0.914161
20260623_203847_709953,web_search,0,web_search,1,26,1,0.797864,0.980960
20260623_203847_709953,web_search,0,web_search,1,26,2,0.524378,0.983784
20260623_203847_709953,web_search,0,web_search,1,26,3,0.626533,0.978577
20260623_203847_709953,web_search,0,web_search,1,26,4,0.650486,0.975461
20260623_203847_709953,web_search,0,web_search,1,26,5,0.459345,0.968404
20260623_203847_709953,web_search,0,web_search,1,26,6,0.936128,0.972388
20260623_203847_709953,web_search,0,web_search,1,26,7,0.622886,0.975026
20260623_203847_709953,web_search,0,web_search,1,27,0,0.965076,0.977268
20260623_203847_709953,web_search,0,web_search,1,27,1,1.444184,0.949839
20260623_203847_709953,web_search,0,web_search,1,27,2,1.365509,0.924298
20260623_203847_709953,web_search,0,web_search,1,27,3,0.630712,0.978521
20260623_203847_709953,web_search,0,web_search,1,27,4,1.108327,0.942620
20260623_203847_709953,web_search,0,web_search,1,27,5,0.622966,0.964544
20260623_203847_709953,web_search,0,web_search,1,27,6,0.644027,0.979030
20260623_203847_709953,web_search,0,web_search,1,27,7,1.202484,0.944568
20260623_203847_709953,web_search,0,web_search,1,28,0,0.703478,0.976375
20260623_203847_709953,web_search,0,web_search,1,28,1,0.739777,0.977181
20260623_203847_709953,web_search,0,web_search,1,28,2,0.661558,0.978530
20260623_203847_709953,web_search,0,web_search,1,28,3,0.803202,0.946652
20260623_203847_709953,web_search,0,web_search,1,28,4,0.908855,0.969962
20260623_203847_709953,web_search,0,web_search,1,28,5,1.091087,0.974282
20260623_203847_709953,web_search,0,web_search,1,28,6,0.715510,0.981141
20260623_203847_709953,web_search,0,web_search,1,28,7,0.698604,0.965122
20260623_203847_709953,web_search,0,web_search,1,29,0,0.932439,0.964747
20260623_203847_709953,web_search,0,web_search,1,29,1,0.972744,0.968697
20260623_203847_709953,web_search,0,web_search,1,29,2,0.745027,0.957442
20260623_203847_709953,web_search,0,web_search,1,29,3,1.803107,0.980812
20260623_203847_709953,web_search,0,web_search,1,29,4,1.060439,0.977949
20260623_203847_709953,web_search,0,web_search,1,29,5,1.245474,0.973714
20260623_203847_709953,web_search,0,web_search,1,29,6,0.949298,0.970731
20260623_203847_709953,web_search,0,web_search,1,29,7,1.989231,0.974562
20260623_203847_709953,web_search,0,web_search,1,30,0,0.818151,0.970749
20260623_203847_709953,web_search,0,web_search,1,30,1,1.218868,0.976565
20260623_203847_709953,web_search,0,web_search,1,30,2,1.034202,0.968354
20260623_203847_709953,web_search,0,web_search,1,30,3,1.874276,0.981322
20260623_203847_709953,web_search,0,web_search,1,30,4,1.797534,0.971312
20260623_203847_709953,web_search,0,web_search,1,30,5,0.935242,0.974184
20260623_203847_709953,web_search,0,web_search,1,30,6,1.397237,0.949633
20260623_203847_709953,web_search,0,web_search,1,30,7,2.359452,0.958574
20260623_203847_709953,web_search,0,web_search,1,31,0,1.349715,0.981172
20260623_203847_709953,web_search,0,web_search,1,31,1,1.303317,0.983318
20260623_203847_709953,web_search,0,web_search,1,31,2,0.992087,0.976237
20260623_203847_709953,web_search,0,web_search,1,31,3,1.338173,0.983540
20260623_203847_709953,web_search,0,web_search,1,31,4,1.300211,0.980858
20260623_203847_709953,web_search,0,web_search,1,31,5,1.378118,0.945384
20260623_203847_709953,web_search,0,web_search,1,31,6,2.784348,0.940810
20260623_203847_709953,web_search,0,web_search,1,31,7,1.975181,0.935182
20260623_203847_709953,web_search,0,web_search,1,32,0,1.895884,0.972989
20260623_203847_709953,web_search,0,web_search,1,32,1,1.404419,0.960911
20260623_203847_709953,web_search,0,web_search,1,32,2,1.122156,0.969527
20260623_203847_709953,web_search,0,web_search,1,32,3,1.400608,0.981208
20260623_203847_709953,web_search,0,web_search,1,32,4,3.059461,0.980357
20260623_203847_709953,web_search,0,web_search,1,32,5,1.310131,0.974366
20260623_203847_709953,web_search,0,web_search,1,32,6,1.998859,0.978995
20260623_203847_709953,web_search,0,web_search,1,32,7,2.575681,0.964349
20260623_203847_709953,web_search,0,web_search,1,33,0,1.484682,0.974570
20260623_203847_709953,web_search,0,web_search,1,33,1,1.199360,0.977857
20260623_203847_709953,web_search,0,web_search,1,33,2,1.600541,0.973554
20260623_203847_709953,web_search,0,web_search,1,33,3,1.764435,0.976741
20260623_203847_709953,web_search,0,web_search,1,33,4,1.653026,0.966181
20260623_203847_709953,web_search,0,web_search,1,33,5,1.410869,0.985762
20260623_203847_709953,web_search,0,web_search,1,33,6,1.622301,0.964676
20260623_203847_709953,web_search,0,web_search,1,33,7,2.382121,0.958974
20260623_203847_709953,web_search,0,web_search,1,34,0,3.827570,0.968976
20260623_203847_709953,web_search,0,web_search,1,34,1,1.465268,0.974618
20260623_203847_709953,web_search,0,web_search,1,34,2,1.454517,0.986817
20260623_203847_709953,web_search,0,web_search,1,34,3,1.532300,0.987790
20260623_203847_709953,web_search,0,web_search,1,34,4,3.146088,0.961540
20260623_203847_709953,web_search,0,web_search,1,34,5,2.165812,0.961099
20260623_203847_709953,web_search,0,web_search,1,34,6,1.807321,0.974168
20260623_203847_709953,web_search,0,web_search,1,34,7,1.711660,0.979716
20260623_203847_709953,web_search,0,web_search,1,35,0,1.912008,0.986747
20260623_203847_709953,web_search,0,web_search,1,35,1,1.885803,0.972165
20260623_203847_709953,web_search,0,web_search,1,35,2,1.899182,0.980356
20260623_203847_709953,web_search,0,web_search,1,35,3,1.685356,0.979204
20260623_203847_709953,web_search,0,web_search,1,35,4,2.085113,0.985552
20260623_203847_709953,web_search,0,web_search,1,35,5,2.868787,0.975323
20260623_203847_709953,web_search,0,web_search,1,35,6,1.926730,0.986555
20260623_203847_709953,web_search,0,web_search,1,35,7,2.973291,0.965390
20260623_203847_709953,web_search,0,web_search,1,36,0,2.472270,0.982291
20260623_203847_709953,web_search,0,web_search,1,36,1,4.760338,0.987127
20260623_203847_709953,web_search,0,web_search,1,36,2,2.696877,0.956890
20260623_203847_709953,web_search,0,web_search,1,36,3,2.985346,0.960945
20260623_203847_709953,web_search,0,web_search,1,36,4,2.888866,0.972390
20260623_203847_709953,web_search,0,web_search,1,36,5,1.772227,0.985329
20260623_203847_709953,web_search,0,web_search,1,36,6,3.727739,0.971771
20260623_203847_709953,web_search,0,web_search,1,36,7,2.560827,0.978099
20260623_203847_709953,web_search,0,web_search,1,37,0,2.084195,0.980974
20260623_203847_709953,web_search,0,web_search,1,37,1,2.234462,0.982712
20260623_203847_709953,web_search,0,web_search,1,37,2,4.688511,0.962934
20260623_203847_709953,web_search,0,web_search,1,37,3,2.386203,0.977701
20260623_203847_709953,web_search,0,web_search,1,37,4,6.231148,0.963183
20260623_203847_709953,web_search,0,web_search,1,37,5,2.721080,0.978821
20260623_203847_709953,web_search,0,web_search,1,37,6,4.842354,0.939352
20260623_203847_709953,web_search,0,web_search,1,37,7,6.539796,0.980557
20260623_203847_709953,web_search,0,web_search,1,38,0,6.327604,0.988843
20260623_203847_709953,web_search,0,web_search,1,38,1,2.589647,0.976345
20260623_203847_709953,web_search,0,web_search,1,38,2,3.047410,0.959446
20260623_203847_709953,web_search,0,web_search,1,38,3,3.274981,0.977422
20260623_203847_709953,web_search,0,web_search,1,38,4,2.761624,0.971525
20260623_203847_709953,web_search,0,web_search,1,38,5,3.384247,0.948258
20260623_203847_709953,web_search,0,web_search,1,38,6,3.638753,0.991278
20260623_203847_709953,web_search,0,web_search,1,38,7,2.611359,0.983961
20260623_203847_709953,web_search,0,web_search,1,39,0,2.864042,0.976984
20260623_203847_709953,web_search,0,web_search,1,39,1,2.860326,0.952623
20260623_203847_709953,web_search,0,web_search,1,39,2,4.381872,0.953426
20260623_203847_709953,web_search,0,web_search,1,39,3,2.264809,0.960566
20260623_203847_709953,web_search,0,web_search,1,39,4,2.422290,0.980052
20260623_203847_709953,web_search,0,web_search,1,39,5,5.679634,0.979958
20260623_203847_709953,web_search,0,web_search,1,39,6,2.558649,0.927898
20260623_203847_709953,web_search,0,web_search,1,39,7,4.795982,0.974594
20260623_203847_709953,web_search,0,web_search,2,0,0,0.009161,0.987256
20260623_203847_709953,web_search,0,web_search,2,0,1,0.014106,0.994247
20260623_203847_709953,web_search,0,web_search,2,0,2,0.015906,0.991134
20260623_203847_709953,web_search,0,web_search,2,0,3,0.020741,0.981527
20260623_203847_709953,web_search,0,web_search,2,0,4,0.008917,0.999510
20260623_203847_709953,web_search,0,web_search,2,0,5,0.011517,0.967439
20260623_203847_709953,web_search,0,web_search,2,0,6,0.008888,0.990189
20260623_203847_709953,web_search,0,web_search,2,0,7,0.013909,0.994654
20260623_203847_709953,web_search,0,web_search,2,1,0,0.017486,0.996650
20260623_203847_709953,web_search,0,web_search,2,1,1,0.015561,0.997101
20260623_203847_709953,web_search,0,web_search,2,1,2,0.013660,0.975831
20260623_203847_709953,web_search,0,web_search,2,1,3,0.025709,0.986813
20260623_203847_709953,web_search,0,web_search,2,1,4,0.019222,0.989743
20260623_203847_709953,web_search,0,web_search,2,1,5,0.014944,0.995164
20260623_203847_709953,web_search,0,web_search,2,1,6,0.019561,0.973610
20260623_203847_709953,web_search,0,web_search,2,1,7,0.033125,0.996412
20260623_203847_709953,web_search,0,web_search,2,2,0,0.063148,0.916526
20260623_203847_709953,web_search,0,web_search,2,2,1,0.031945,0.965863
20260623_203847_709953,web_search,0,web_search,2,2,2,0.023650,0.942454
20260623_203847_709953,web_search,0,web_search,2,2,3,0.027820,0.960606
20260623_203847_709953,web_search,0,web_search,2,2,4,0.036143,0.986344
20260623_203847_709953,web_search,0,web_search,2,2,5,0.026449,0.963207
20260623_203847_709953,web_search,0,web_search,2,2,6,0.027528,0.946067
20260623_203847_709953,web_search,0,web_search,2,2,7,0.040343,0.946855
20260623_203847_709953,web_search,0,web_search,2,3,0,0.059737,0.947778
20260623_203847_709953,web_search,0,web_search,2,3,1,0.026733,0.987765
20260623_203847_709953,web_search,0,web_search,2,3,2,0.040897,0.938306
20260623_203847_709953,web_search,0,web_search,2,3,3,0.042112,0.953178
20260623_203847_709953,web_search,0,web_search,2,3,4,0.040759,0.919795
20260623_203847_709953,web_search,0,web_search,2,3,5,0.041462,0.967860
20260623_203847_709953,web_search,0,web_search,2,3,6,0.029255,0.961839
20260623_203847_709953,web_search,0,web_search,2,3,7,0.048793,0.918345
20260623_203847_709953,web_search,0,web_search,2,4,0,0.076024,0.927417
20260623_203847_709953,web_search,0,web_search,2,4,1,0.054880,0.947725
20260623_203847_709953,web_search,0,web_search,2,4,2,0.063586,0.992876
20260623_203847_709953,web_search,0,web_search,2,4,3,0.051437,0.932868
20260623_203847_709953,web_search,0,web_search,2,4,4,0.061747,0.924776
20260623_203847_709953,web_search,0,web_search,2,4,5,0.046411,0.968477
20260623_203847_709953,web_search,0,web_search,2,4,6,0.033741,0.964378
20260623_203847_709953,web_search,0,web_search,2,4,7,0.029085,0.977027
20260623_203847_709953,web_search,0,web_search,2,5,0,0.122230,0.974901
20260623_203847_709953,web_search,0,web_search,2,5,1,0.064523,0.969473
20260623_203847_709953,web_search,0,web_search,2,5,2,0.040735,0.964456
20260623_203847_709953,web_search,0,web_search,2,5,3,0.105489,0.981197
20260623_203847_709953,web_search,0,web_search,2,5,4,0.056354,0.992775
20260623_203847_709953,web_search,0,web_search,2,5,5,0.052468,0.965384
20260623_203847_709953,web_search,0,web_search,2,5,6,0.076349,0.963633
20260623_203847_709953,web_search,0,web_search,2,5,7,0.046671,0.978329
20260623_203847_709953,web_search,0,web_search,2,6,0,0.124286,0.909549
20260623_203847_709953,web_search,0,web_search,2,6,1,0.101780,0.964862
20260623_203847_709953,web_search,0,web_search,2,6,2,0.127549,0.815801
20260623_203847_709953,web_search,0,web_search,2,6,3,0.058856,0.891597
20260623_203847_709953,web_search,0,web_search,2,6,4,0.066743,0.967251
20260623_203847_709953,web_search,0,web_search,2,6,5,0.109729,0.946627
20260623_203847_709953,web_search,0,web_search,2,6,6,0.101451,0.942724
20260623_203847_709953,web_search,0,web_search,2,6,7,0.067058,0.952194
20260623_203847_709953,web_search,0,web_search,2,7,0,0.215336,0.964819
20260623_203847_709953,web_search,0,web_search,2,7,1,0.145110,0.946069
20260623_203847_709953,web_search,0,web_search,2,7,2,0.159695,0.983433
20260623_203847_709953,web_search,0,web_search,2,7,3,0.098806,0.931431
20260623_203847_709953,web_search,0,web_search,2,7,4,0.142292,0.976521
20260623_203847_709953,web_search,0,web_search,2,7,5,0.096519,0.948565
20260623_203847_709953,web_search,0,web_search,2,7,6,0.223741,0.929606
20260623_203847_709953,web_search,0,web_search,2,7,7,0.159789,0.973139
20260623_203847_709953,web_search,0,web_search,2,8,0,0.193254,0.974352
20260623_203847_709953,web_search,0,web_search,2,8,1,0.305804,0.867195
