run_id,tool_a,call_a,tool_b,call_b,layer,head,l2,cosine
20260623_203232_300106,web_search,0,web_search,1,37,4,4.512650,0.981898
20260623_203232_300106,web_search,0,web_search,1,37,5,2.550590,0.980799
20260623_203232_300106,web_search,0,web_search,1,37,6,4.370999,0.951050
20260623_203232_300106,web_search,0,web_search,1,37,7,6.663586,0.979895
20260623_203232_300106,web_search,0,web_search,1,38,0,7.036907,0.986640
20260623_203232_300106,web_search,0,web_search,1,38,1,2.268762,0.982323
20260623_203232_300106,web_search,0,web_search,1,38,2,2.438834,0.970396
20260623_203232_300106,web_search,0,web_search,1,38,3,2.991318,0.978109
20260623_203232_300106,web_search,0,web_search,1,38,4,2.376944,0.978912
20260623_203232_300106,web_search,0,web_search,1,38,5,2.941194,0.958467
20260623_203232_300106,web_search,0,web_search,1,38,6,3.451699,0.992455
20260623_203232_300106,web_search,0,web_search,1,38,7,2.470886,0.984670
20260623_203232_300106,web_search,0,web_search,1,39,0,2.393967,0.984352
20260623_203232_300106,web_search,0,web_search,1,39,1,2.505100,0.967043
20260623_203232_300106,web_search,0,web_search,1,39,2,4.889209,0.949746
20260623_203232_300106,web_search,0,web_search,1,39,3,2.279448,0.964278
20260623_203232_300106,web_search,0,web_search,1,39,4,1.989044,0.985668
20260623_203232_300106,web_search,0,web_search,1,39,5,6.017793,0.978429
20260623_203232_300106,web_search,0,web_search,1,39,6,2.215772,0.940827
20260623_203232_300106,web_search,0,web_search,1,39,7,5.234240,0.973239
20260623_203232_300106,web_search,0,python_execute,2,0,0,0.006651,0.992100
20260623_203232_300106,web_search,0,python_execute,2,0,1,0.009467,0.997299
20260623_203232_300106,web_search,0,python_execute,2,0,2,0.008611,0.997333
20260623_203232_300106,web_search,0,python_execute,2,0,3,0.011866,0.991915
20260623_203232_300106,web_search,0,python_execute,2,0,4,0.006733,0.999713
20260623_203232_300106,web_search,0,python_execute,2,0,5,0.007542,0.984227
20260623_203232_300106,web_search,0,python_execute,2,0,6,0.005506,0.995848
20260623_203232_300106,web_search,0,python_execute,2,0,7,0.007509,0.998431
20260623_203232_300106,web_search,0,python_execute,2,1,0,0.014695,0.997527
