run_id,tool_a,call_a,tool_b,call_b,layer,head,l2,cosine,input_tokens_a,input_tokens_b,overlap_tokens,overlap_pct_a,overlap_pct_b
20260629_213156_193496,terminate,0,terminate,1,0,0,0.007773,0.989412,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,0,1,0.010001,0.997044,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,0,2,0.008532,0.997484,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,0,3,0.009386,0.995605,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,0,4,0.006651,0.999731,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,0,5,0.005955,0.991710,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,0,6,0.006069,0.995421,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,0,7,0.007875,0.998268,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,1,0,0.014972,0.997548,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,1,1,0.011023,0.998555,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,1,2,0.008431,0.990993,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,1,3,0.014173,0.996279,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,1,4,0.011976,0.995320,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,1,5,0.009958,0.997438,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,1,6,0.013453,0.986941,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,1,7,0.011891,0.999589,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,2,0,0.041472,0.963637,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,2,1,0.020436,0.986433,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,2,2,0.016595,0.972119,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,2,3,0.019215,0.980867,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,2,4,0.022551,0.994526,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,2,5,0.019946,0.978704,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,2,6,0.015268,0.984103,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,2,7,0.026148,0.977017,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,3,0,0.043620,0.970511,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,3,1,0.022875,0.990484,1910,2594,1910,100.00,73.63
20260629_213156_193496,terminate,0,terminate,1,3,2,0.027738,0.970938,1910,2594,1910,100.00,73.63
